Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,seasons,release_month,filming_country,continents,profit,roi,domestic_share,intl_gross_share
Abraham Lincoln: Vampire Hunter,2012,1h 45m,R,5.9,69000000.0,16306974,116471580.0,37519139,2012-06-22,Summer,6,USA,North America,47471580.0,68.79939130434782,32.21312787205257,67.78687212794743
Frankenweenie,2012,1h 27m,PG,6.9,39000000.0,11412213,85613658.0,35291068,2012-10-05,Fall,10,USA,North America,46613658.0,119.5222,41.22130606777718,58.77869393222282
House at the End of the Street,2012,1h 41m,PG-13,5.5,10000000.0,12287234,44287131.0,31611916,2012-09-21,Fall,9,CAN,North America,34287131.0,342.87131,71.37946235442526,28.62053764557474
Chernobyl Diaries,2012,1h 26m,R,5.0,1000000.0,7955307,38390020.0,18119640,2012-05-25,Spring,5,SRB,Europe,37390020.0,3739.002,47.19882927906784,52.801170720932156
The Collection,2012,1h 22m,R,6.1,7500000.0,3104269,9929706.0,6842058,2012-11-30,Fall,11,USA,North America,2429706.0,32.39608,68.90494038796314,31.095059612036852
The Apparition,2012,1h 22m,PG-13,4.1,17000000.0,2841488,11350665.0,4936819,2012-08-24,Summer,8,DEU,Europe,-5649335.0,-33.231382352941175,43.49365433655209,56.50634566344791
The Lords of Salem,2012,1h 41m,R,5.2,1500000.0,642942,1544989.0,1165882,2013-04-18,Spring,4,USA,North America,44989.0,2.9992666666666667,75.46215539398662,24.537844606013376
Piranha 3DD,2012,1h 23m,R,3.8,5000000.0,182237,8518634.0,376512,2012-05-11,Spring,5,USA,North America,3518634.0,70.37268,4.419863560284431,95.58013643971557
John Dies at the End,2012,1h 39m,R,6.3,,12467,141951.0,141951,2012-12-27,Winter,12,USA,North America,,,100.0,0.0
V/H/S,2012,1h 56m,R,5.8,242000.0,36402,1944287.0,100345,2012-09-06,Fall,9,USA,North America,1702287.0,703.4243801652892,5.16101789499184,94.83898210500816
Byzantium,2012,1h 58m,R,6.5,8000000.0,16643,828284.0,89237,2013-05-31,Spring,5,GBR,Europe,-7171716.0,-89.64645,10.773720124981287,89.2262798750187
No One Lives,2012,1h 26m,R,6.0,2900000.0,47800,1048704.0,74918,2013-05-10,Spring,5,USA,North America,-1851296.0,-63.83779310344827,7.143865189796167,92.85613481020383
Aftershock,2012,1h 29m,R,4.8,2000000.0,40179,294696.0,58510,2014-06-12,Summer,6,CHL,South America,-1705304.0,-85.2652,19.85435838966257,80.14564161033744
The Bay,2012,1h 25m,R,5.7,,19747,1581252.0,30668,2012-11-21,Fall,11,USA,North America,,,1.9394758077776346,98.06052419222236
Simon Killer,2012,1h 46m,Not Rated,6.3,,5054,27740.0,27740,2013-04-12,Spring,4,FRA,Europe,,,100.0,0.0
The ABCs of Death,2012,2h 9m,Not Rated,4.7,,10110,23589.0,21832,2013-04-26,Spring,4,CAN,North America,,,92.55161303997626,7.44838696002374
Kiss of the Damned,2012,1h 37m,R,5.5,,2723,14752.0,14752,2013-03-28,Spring,3,USA,North America,,,100.0,0.0
Silent Night,2012,1h 34m,R,5.2,5000000.0,9780,130781.0,14567,2012-12-04,Winter,12,CAN,North America,-4869219.0,-97.38438000000001,11.138468126103945,88.86153187389606
Girls Against Boys,2012,1h 33m,R,4.8,,6111,7529.0,7529,2013-02-01,Winter,2,USA,North America,,,100.0,0.0
Universal Soldier: Day of Reckoning,2012,1h 54m,R,5.1,10000000.0,3181,1402307.0,5460,2012-10-25,Fall,10,USA,North America,-8597693.0,-85.97693,0.38935839299097846,99.61064160700901
Bad Blood,2012,1h 47m,R,5.4,900000.0,1872,3731.0,3731,2012-10-26,Fall,10,USA,North America,-896269.0,-99.58544444444445,100.0,0.0
World War Z,2013,1h 56m,PG-13,7.0,190000000.0,66411834,540455876.0,202807711,2013-06-21,Summer,6,GBR,Europe,350455876.0,184.4504610526316,37.52530410086614,62.474695899133856
The Conjuring,2013,1h 52m,R,7.5,20000000.0,41855326,320415166.0,137446368,2013-07-19,Summer,7,USA,North America,300415166.0,1502.07583,42.8963365610478,57.1036634389522
Insidious: Chapter 2,2013,1h 46m,PG-13,6.6,5000000.0,40272103,161919318.0,83586447,2013-09-13,Fall,9,USA,North America,156919318.0,3138.38636,51.62228203060983,48.37771796939016
Warm Bodies,2013,1h 38m,PG-13,6.8,35000000.0,20353967,116980662.0,66380662,2013-02-01,Winter,2,CAN,North America,81980662.0,234.23046285714287,56.74498747493838,43.25501252506162
The Purge,2013,1h 25m,R,5.8,3000000.0,34058360,89328627.0,64473115,2013-06-07,Summer,6,USA,North America,86328627.0,2877.6209000000003,72.17519978226017,27.82480021773983
Hansel & Gretel: Witch Hunters,2013,1h 28m,R,6.1,50000000.0,19690956,226349749.0,55703475,2013-01-25,Winter,1,DEU,Europe,176349749.0,352.699498,24.60947062945495,75.39052937054504
Evil Dead,2013,1h 31m,R,6.5,17000000.0,25775847,97542952.0,54239856,2013-04-05,Spring,4,NZL,Oceania,80542952.0,473.7820705882353,55.60612518677925,44.39387481322075
The Call,2013,1h 34m,R,6.7,13000000.0,17118745,68572631.0,51872378,2013-03-15,Spring,3,USA,North America,55572631.0,427.48177692307695,75.64589143444124,24.354108565558757
A Haunted House,2013,1h 26m,R,5.1,2500000.0,18101682,60159584.0,40041683,2013-01-11,Winter,1,USA,North America,57659584.0,2306.38336,66.55910885288037,33.440891147119636
Carrie,2013,1h 40m,R,5.8,30000000.0,16101552,84790678.0,35266619,2013-10-18,Fall,10,CAN,North America,54790678.0,182.63559333333333,41.59256634320108,58.40743365679892
Texas Chainsaw,2013,1h 32m,R,4.8,20000000.0,21744470,47340586.0,34341945,2013-01-04,Winter,1,USA,North America,27340586.0,136.70293,72.54228961170865,27.45771038829135
Scary Movie V,2013,1h 26m,PG-13,3.6,20000000.0,14157367,78378744.0,32015787,2013-04-12,Spring,4,USA,North America,58378744.0,291.89372,40.84753769465864,59.15246230534136
The Mortal Instruments: City of Bones,2013,2h 10m,PG-13,5.8,60000000.0,9336957,95396573.0,31165421,2013-08-21,Summer,8,CAN,North America,35396573.0,58.99428833333333,32.669329746258285,67.33067025374172
Oculus,2013,1h 44m,R,6.5,5000000.0,12005402,44459951.0,27695246,2014-04-11,Spring,4,USA,North America,39459951.0,789.19902,62.29256977813583,37.70743022186417
Dark Skies,2013,1h 37m,PG-13,6.3,3500000.0,8189166,27858103.0,17418667,2013-02-22,Winter,2,USA,North America,24358103.0,695.9458,62.526393128778366,37.473606871221634
The Last Exorcism Part II,2013,1h 28m,PG-13,4.0,5000000.0,7728354,25051865.0,15179302,2013-03-01,Spring,3,USA,North America,20051865.0,401.0373,60.591504864009124,39.408495135990876
The Green Inferno,2013,1h 40m,R,5.4,5000000.0,3520626,12666449.0,7192291,2015-09-25,Fall,9,PER,South America,7666449.0,153.32898,56.782220494473236,43.217779505526764
Under the Skin,2013,1h 48m,R,6.3,13300000.0,133154,7494387.0,2614251,2014-04-18,Spring,4,GBR,Europe,-5805613.0,-43.651225563909776,34.88278627724989,65.11721372275011
Blackfish,2013,1h 23m,PG-13,8.1,1500000.0,75962,2303417.0,2073582,2013-07-26,Summer,7,USA,North America,803417.0,53.56113333333333,90.0219977537719,9.978002246228105
Repentance,2013,1h 30m,R,4.9,5000000.0,501290,1194961.0,1189612,2014-09-25,Fall,9,USA,North America,-3805039.0,-76.10078,99.55237032840402,0.4476296715959767
Innocence,2013,1h 36m,PG-13,4.4,,235224,294039.0,294039,2016-01-11,Winter,1,USA,North America,,,100.0,0.0
Horns,2013,2h,R,6.4,,107544,3875442.0,173948,2014-10-03,Fall,10,CAN,North America,,,4.488468670154268,95.51153132984574
Escape from Tomorrow,2013,1h 30m,Not Rated,5.1,650000.0,63297,171962.0,171962,2014-07-19,Summer,7,USA,North America,-478038.0,-73.5443076923077,100.0,0.0
Slaughter Creek,2013,1h 34m,Not Rated,3.1,1000000.0,49392,136815.0,136815,2013-04-29,Spring,4,USA,North America,-863185.0,-86.3185,100.0,0.0
Knights of Badassdom,2013,1h 26m,R,5.6,,17449,123854.0,123854,2014-04-11,Spring,4,USA,North America,,,100.0,0.0
Afflicted,2013,1h 25m,R,6.2,,69447,121179.0,121179,2015-01-27,Winter,1,ITA,Europe,,,100.0,0.0
We Are What We Are,2013,1h 45m,R,5.9,,13727,159047.0,81381,2013-10-25,Fall,10,USA,North America,,,51.16789376725119,48.832106232748814
Holla II,2013,1h 30m,R,6.2,1000000.0,37444,41537.0,41537,2013-04-19,Spring,4,USA,North America,-958463.0,-95.8463,100.0,0.0
The Last Days on Mars,2013,1h 38m,R,5.5,7000000.0,4608,187191.0,24084,2013-09-19,Fall,9,JOR,Asia,-6812809.0,-97.32584285714285,12.866003173229482,87.13399682677053
V/H/S/2,2013,1h 36m,R,6.0,,9932,805574.0,21833,2013-06-06,Summer,6,USA,North America,,,2.71024139309362,97.28975860690639
Bad Milo,2013,1h 25m,R,5.7,,4503,19613.0,19613,2013-08-29,Summer,8,USA,North America,,,100.0,0.0
Midget Zombie Takeover,2013,1h 13m,Not Rated,3.2,2000.0,2755,11006.0,11006,2013-02-08,Winter,2,USA,North America,9006.0,450.3,100.0,0.0
A Resurrection,2013,1h 29m,R,3.9,5000000.0,7300,10730.0,10730,2013-03-22,Spring,3,USA,North America,-4989270.0,-99.7854,100.0,0.0
The Sacrament,2013,1h 39m,R,6.1,4000000.0,583,9221.0,9221,2014-05-01,Spring,5,USA,North America,-3990779.0,-99.769475,100.0,0.0
Ghost Team One,2013,1h 24m,R,4.2,,7345,9195.0,9195,2013-01-20,Winter,1,UNK,Unknown,,,100.0,0.0
Hell Baby,2013,1h 38m,R,4.9,2500000.0,4980,8785.0,8785,,Unknown,0,USA,North America,-2491215.0,-99.6486,100.0,0.0
Almost Human,2013,1h 20m,Unrated,4.7,50000.0,2722,8608.0,8447,2014-09-26,Fall,9,USA,North America,-41392.0,-82.784,98.1296468401487,1.8703531598513012
Nothing Left to Fear,2013,1h 40m,R,4.4,3000000.0,7886,1675381.0,7886,2013-09-26,Fall,9,USA,North America,-1324619.0,-44.15396666666667,0.47069890371205114,99.52930109628795
Raze,2013,1h 32m,R,5.1,,3453,7429.0,7429,2014-01-16,Winter,1,USA,North America,,,100.0,0.0
Annabelle,2014,1h 39m,R,5.5,6500000.0,37134255,257589952.0,84284252,2014-10-03,Fall,10,USA,North America,251089952.0,3862.922338461539,32.72031822110825,67.27968177889176
The Purge: Anarchy,2014,1h 43m,R,6.4,9000000.0,29816675,111928365.0,71962800,2014-07-18,Summer,7,USA,North America,102928365.0,1143.6485,64.2936220858761,35.70637791412391
Dracula Untold,2014,1h 32m,PG-13,6.2,70000000.0,23514615,217124280.0,56280355,2014-10-10,Fall,10,IRL,Europe,147124280.0,210.17754285714284,25.92080213230874,74.07919786769126
No Good Deed,2014,1h 24m,PG-13,5.6,13200000.0,24250283,54323210.0,52543632,2014-09-12,Fall,9,USA,North America,41123210.0,311.53946969696966,96.72409270365281,3.275907296347178
Ouija,2014,1h 29m,PG-13,4.5,5000000.0,19875995,103687316.0,50856010,2014-10-24,Fall,10,USA,North America,98687316.0,1973.74632,49.04747462071445,50.95252537928554
Unfriended,2014,1h 23m,R,5.6,1000000.0,15845115,62882090.0,32482090,2015-04-17,Spring,4,USA,North America,61882090.0,6188.209,51.65555088897331,48.344449111026684
Paranormal Activity: The Marked Ones,2014,1h 24m,R,5.1,5000000.0,18343611,90894962.0,32462372,2014-01-03,Winter,1,USA,North America,85894962.0,1717.8992399999997,35.71415982329141,64.28584017670859
Deliver Us from Evil,2014,1h 58m,R,6.2,30000000.0,9740471,87937815.0,30577122,2014-07-02,Summer,7,ARE,Asia,57937815.0,193.12605,34.77130060600209,65.2286993939979
The Woman in Black 2: Angel of Death,2014,1h 38m,PG-13,4.8,15000000.0,15027415,48854305.0,26501323,2015-01-02,Winter,1,GBR,Europe,33854305.0,225.69536666666664,54.24562482262311,45.7543751773769
"As Above, So Below",2014,1h 33m,R,6.3,5000000.0,8632820,41898409.0,21321100,2014-08-29,Summer,8,FRA,Europe,36898409.0,737.9681800000001,50.887612462802586,49.112387537197414
A Haunted House 2,2014,1h 26m,R,4.7,4000000.0,8843875,25358716.0,17329486,2014-04-18,Spring,4,USA,North America,21358716.0,533.9679,68.33739531607199,31.662604683928002
Devil's Due,2014,1h 29m,R,4.2,7000000.0,8308220,36921560.0,15821461,2014-01-17,Winter,1,DOM,North America,29921560.0,427.4508571428571,42.8515506928743,57.1484493071257
It Follows,2014,1h 40m,R,6.8,1000000.0,160089,21808393.0,14674076,2015-03-13,Spring,3,USA,North America,20808393.0,2080.8393,67.28636997691669,32.71363002308331
The Quiet Ones,2014,1h 38m,PG-13,5.1,200000.0,3880053,17836124.0,8509867,2014-04-25,Spring,4,GBR,Europe,17636124.0,8818.062,47.71141420636008,52.28858579363992
Vampire Academy,2014,1h 44m,PG-13,5.4,30000000.0,3921742,15642346.0,7791979,2014-02-07,Winter,2,GBR,Europe,-14357654.0,-47.858846666666665,49.81336559106927,50.18663440893073
What We Do in the Shadows,2014,1h 26m,R,7.6,1600000.0,88940,8900776.0,3469224,2015-02-13,Winter,2,NZL,Oceania,7300776.0,456.29850000000005,38.976646530594635,61.023353469405365
The Pyramid,2014,1h 29m,R,4.6,6500000.0,1369935,16861137.0,2756333,2014-12-05,Winter,12,MAR,Africa,10361137.0,159.40210769230768,16.347254636505237,83.65274536349476
Tusk,2014,1h 42m,R,5.4,3000000.0,846831,1882074.0,1826705,2014-09-19,Fall,9,USA,North America,-1117926.0,-37.264199999999995,97.05808592010729,2.941914079892714
The Remaining,2014,1h 28m,PG-13,4.3,,159143,2297261.0,1169603,2014-09-24,Fall,9,USA,North America,,,50.91293501260849,49.08706498739151
Unsullied,2014,1h 33m,R,4.0,375000.0,179112,510957.0,510957,2015-08-28,Summer,8,USA,North America,135957.0,36.2552,100.0,0.0
Jinn,2014,1h 37m,PG-13,4.1,,149337,552698.0,202348,2014-04-04,Spring,4,USA,North America,,,36.61095209318652,63.38904790681349
Life After Beth,2014,1h 29m,R,5.7,2400000.0,15843,274717.0,88273,2014-07-15,Summer,7,USA,North America,-2125283.0,-88.55345833333334,32.132339826075565,67.86766017392443
Cooties,2014,1h 28m,R,5.7,,33031,485544.0,60058,2015-09-18,Fall,9,USA,North America,,,12.369218855551711,87.63078114444829
Clown,2014,1h 40m,R,5.7,1500000.0,26920,4381603.0,55007,2016-06-17,Summer,6,USA,North America,2881603.0,192.1068666666667,1.2554081234653163,98.74459187653468
Spring,2014,1h 49m,Not Rated,6.7,,19675,49970.0,49970,2015-03-20,Spring,3,ITA,Europe,,,100.0,0.0
Dead Snow 2: Red vs. Dead,2014,1h 40m,R,6.8,35000000.0,17331,1187477.0,37473,2014-10-07,Fall,10,ISL,Europe,-33812523.0,-96.60720857142857,3.1556821732126177,96.84431782678739
The Other One,2014,1h 34m,Not Rated,6.4,,11718,17727.0,17727,2014-04-04,Spring,4,USA,North America,,,100.0,0.0
Zombeavers,2014,1h 17m,R,4.8,,8163,54985.0,14947,2015-03-20,Spring,3,USA,North America,,,27.183777393834685,72.81622260616531
Buzzard,2014,1h 37m,Not Rated,6.3,,8031,14591.0,14591,2015-03-06,Spring,3,USA,North America,,,100.0,0.0
13 Sins,2014,1h 33m,R,6.3,4000000.0,9261,826913.0,13809,2014-04-11,Spring,4,USA,North America,-3173087.0,-79.32717500000001,1.669945931434141,98.33005406856586
Alien Abduction,2014,1h 25m,Not Rated,4.9,,10514,82725.0,12897,2014-04-04,Spring,4,USA,North America,,,15.590208522212148,84.40979147778785
Honeymoon,2014,1h 27m,R,5.7,1000000.0,4131,24343.0,9318,2014-09-12,Fall,9,USA,North America,-975657.0,-97.56569999999999,38.27794437826069,61.722055621739315
Come Back to Me,2014,1h 36m,R,5.8,,4156,7744.0,7744,2014-07-25,Summer,7,USA,North America,,,100.0,0.0
ABCs of Death 2,2014,2h 5m,Not Rated,5.4,,4022,7171.0,7171,2014-10-02,Fall,10,LTU,Europe,,,100.0,0.0
Infliction,2014,1h 45m,Not Rated,4.5,,816,5875.0,5875,2014-03-16,Spring,3,USA,North America,,,100.0,0.0
The Devil's Hand,2014,1h 26m,PG-13,5.0,7000000.0,4239,1428494.0,5746,2014-10-24,Fall,10,USA,North America,-5571506.0,-79.59294285714286,0.4022418015056416,99.59775819849436
Goosebumps,2015,1h 43m,PG,6.3,58000000.0,23618556,158261424.0,80080379,2015-10-16,Fall,10,USA,North America,100261424.0,172.86452413793103,50.60006221099085,49.39993778900915
The Visit,2015,1h 34m,PG-13,6.3,5000000.0,25427560,98450062.0,65206105,2015-09-11,Fall,9,USA,North America,93450062.0,1869.00124,66.2326703257942,33.76732967420579
Insidious: Chapter 3,2015,1h 37m,PG-13,6.1,10000000.0,22692741,112983889.0,52218558,2015-06-05,Summer,6,USA,North America,102983889.0,1029.83889,46.21770277353438,53.78229722646562
Poltergeist,2015,1h 33m,PG-13,4.9,35000000.0,22620386,95437994.0,47425125,2015-05-22,Spring,5,CAN,North America,60437994.0,172.67998285714285,49.69208070320506,50.30791929679494
Krampus,2015,1h 38m,PG-13,6.2,15000000.0,16293325,61548707.0,42725475,2015-12-04,Winter,12,NZL,Oceania,46548707.0,310.3247133333333,69.4173396688902,30.5826603311098
Crimson Peak,2015,1h 59m,R,6.5,55000000.0,13143310,74679822.0,31090320,2015-10-16,Fall,10,CAN,North America,19679822.0,35.78149454545454,41.63148648104705,58.368513518952945
Sinister 2,2015,1h 37m,R,5.3,10000000.0,10542116,53329150.0,27740955,2015-08-21,Summer,8,USA,North America,43329150.0,433.2915,52.01837081596088,47.98162918403912
The Lazarus Effect,2015,1h 23m,PG-13,5.2,3300000.0,10203437,38356892.0,25801570,2015-02-27,Winter,2,USA,North America,35056892.0,1062.3300606060607,67.26710287162996,32.73289712837005
The Witch,2015,1h 32m,R,7.0,4000000.0,8800230,40423945.0,25138705,2016-02-19,Winter,2,CAN,North America,36423945.0,910.5986250000001,62.18765882449128,37.81234117550872
The Gallows,2015,1h 21m,R,4.2,100000.0,9808463,42964410.0,22764410,2015-07-10,Summer,7,USA,North America,42864410.0,42864.409999999996,52.98434215668271,47.01565784331729
Paranormal Activity: The Ghost Dimension,2015,1h 28m,R,4.6,10000000.0,8070493,78903124.0,18300124,2015-10-23,Fall,10,USA,North America,68903124.0,689.03124,23.193155191168348,76.80684480883166
Victor Frankenstein,2015,1h 50m,PG-13,6.0,65000000.0,2469341,34227298.0,5775076,2015-11-25,Fall,11,GBR,Europe,-30772702.0,-47.34261846153846,16.872719546836564,83.12728045316344
Scouts Guide to the Zombie Apocalypse,2015,1h 33m,R,6.3,15000000.0,1841007,16137046.0,3703046,2015-10-30,Fall,10,USA,North America,1137046.0,7.580306666666667,22.94748369683026,77.05251630316974
Green Room,2015,1h 35m,R,7.0,5000000.0,87984,3767402.0,3220371,2016-05-13,Spring,5,USA,North America,-1232598.0,-24.65196,85.47988773165169,14.52011226834832
The Vatican Tapes,2015,1h 31m,PG-13,4.7,8000000.0,832271,13015764.0,1784763,2015-07-22,Summer,7,UNK,Unknown,5015764.0,62.69705,13.712318385613015,86.28768161438698
The Invitation,2015,1h 40m,Not Rated,6.6,,67877,354835.0,231737,2016-04-08,Spring,4,USA,North America,,,65.30838276945623,34.69161723054378
Maggie,2015,1h 35m,PG-13,5.6,1400000.0,131175,1663165.0,187112,2015-05-08,Spring,5,USA,North America,263165.0,18.7975,11.250357000057122,88.74964299994288
Freaks of Nature,2015,1h 32m,R,5.9,,42713,70958.0,70958,2015-10-30,Fall,10,USA,North America,,,100.0,0.0
The Nightmare,2015,1h 31m,Not Rated,5.7,,13363,41853.0,28281,2015-06-05,Summer,6,UNK,Unknown,,,67.5722170453731,32.42778295462691
Southbound,2015,1h 29m,R,5.9,,6250,35275.0,23665,2016-02-09,Winter,2,USA,North America,,,67.0871722182849,32.9128277817151
The Blackcoat's Daughter,2015,1h 33m,R,5.9,,12402,38348.0,20435,2017-02-16,Winter,2,CAN,North America,,,53.28830708250756,46.711692917492435
Area 51,2015,1h 31m,R,4.3,5000000.0,7556,7556.0,7556,2015-05-15,Spring,5,USA,North America,-4992444.0,-99.84888,100.0,0.0
The Dark Below,2015,1h 15m,Unrated,4.1,750000.0,1526,7095.0,7095,2017-03-10,Spring,3,UNK,Unknown,-742905.0,-99.054,100.0,0.0
Split,2016,1h 57m,PG-13,7.3,9000000.0,40010975,278454417.0,138291365,2017-01-20,Winter,1,USA,North America,269454417.0,2993.937966666667,49.66391500983086,50.33608499016915
The Conjuring 2,2016,2h 14m,R,7.3,40000000.0,40406314,322811702.0,102516140,2016-06-10,Summer,6,GBR,Europe,282811702.0,707.0292549999999,31.757256433039714,68.24274356696029
Don't Breathe,2016,1h 28m,R,7.1,9900000.0,26411706,157761002.0,89217875,2016-08-26,Summer,8,HUN,Europe,147861002.0,1493.5454747474746,56.55255346311758,43.44744653688242
The Purge: Election Year,2016,1h 48m,R,6.0,10000000.0,31515110,118587880.0,79213375,2016-07-01,Summer,7,USA,North America,108587880.0,1085.8788,66.79719293405026,33.20280706594974
Boo! A Madea Halloween,2016,1h 43m,PG-13,4.7,20000000.0,28501448,74827344.0,73206343,2016-10-21,Fall,10,USA,North America,54827344.0,274.13672,97.8336782874453,2.1663217125547045
10 Cloverfield Lane,2016,1h 43m,PG-13,7.2,15000000.0,24727437,110216998.0,72082998,2016-03-11,Spring,3,USA,North America,95216998.0,634.7799866666667,65.40098107190326,34.59901892809674
Lights Out,2016,1h 21m,PG-13,6.3,4900000.0,21688103,149368835.0,67268835,2016-07-22,Summer,7,USA,North America,144468835.0,2948.3435714285715,45.03538840615581,54.96461159384419
Allegiant,2016,2h,PG-13,5.7,110000000.0,29027348,179246868.0,66184051,2016-03-18,Spring,3,USA,North America,69246868.0,62.95169818181818,36.923407219589464,63.076592780410536
The Shallows,2016,1h 26m,PG-13,6.3,17000000.0,16800868,119100758.0,55124043,2016-06-24,Summer,6,AUS,Oceania,102100758.0,600.592694117647,46.2835366673317,53.7164633326683
The Boy,2016,1h 37m,PG-13,6.0,10000000.0,10778392,73929392.0,35819556,2016-01-22,Winter,1,CAN,North America,63929392.0,639.29392,48.451035550245024,51.548964449754976
Ouija: Origin of Evil,2016,1h 39m,PG-13,6.2,9000000.0,14065500,81705746.0,35144505,2016-10-21,Fall,10,USA,North America,72705746.0,807.8416222222222,43.013504827432826,56.986495172567174
The Forest,2016,1h 33m,PG-13,4.8,10000000.0,12741176,39712000.0,26594261,2016-01-08,Winter,1,SRB,Europe,29712000.0,297.12,66.96782080983078,33.03217919016922
Blair Witch,2016,1h 29m,R,5.0,5000000.0,9576057,45173154.0,20777061,2016-09-16,Fall,9,CAN,North America,40173154.0,803.46308,45.99426686035693,54.00573313964308
Pride and Prejudice and Zombies,2016,1h 48m,PG-13,5.8,28000000.0,5324240,16457494.0,10938134,2016-02-05,Winter,2,GBR,Europe,-11542506.0,-41.223235714285714,66.46293779599738,33.53706220400262
The Darkness,2016,1h 32m,PG-13,4.5,4000000.0,4950859,10898293.0,10753574,2016-05-13,Spring,5,USA,North America,6898293.0,172.457325,98.67209479502891,1.3279052049710904
The Belko Experiment,2016,1h 29m,R,6.2,5000000.0,4137230,11084630.0,10166820,2017-03-17,Spring,3,COL,South America,6084630.0,121.6926,91.71997621932351,8.280023780676487
Meet the Blacks,2016,1h 34m,R,4.8,900000.0,4055940,9097072.0,9097072,2016-04-01,Spring,4,USA,North America,8197072.0,910.7857777777778,100.0,0.0
A Cure for Wellness,2016,2h 26m,R,6.4,40000000.0,4356941,26620002.0,8106986,2017-02-17,Winter,2,DEU,Europe,-13379998.0,-33.449995,30.45449057441844,69.54550942558157
Shut In,2016,1h 31m,PG-13,4.8,10000000.0,3613567,13082071.0,6900335,2016-11-11,Fall,11,CAN,North America,3082071.0,30.820710000000002,52.74650321038619,47.25349678961381
Incarnate,2016,1h 27m,PG-13,5.3,5000000.0,2534884,9037058.0,4799774,2016-12-02,Winter,12,USA,North America,4037058.0,80.74116000000001,53.112130075960565,46.887869924039435
Morgan,2016,1h 32m,R,5.9,8000000.0,2012709,8809407.0,3915251,2016-09-02,Fall,9,IRL,Europe,809407.0,10.117587499999999,44.44397903286793,55.55602096713207
A Monster Calls,2016,1h 48m,PG-13,7.4,43000000.0,30909,47309313.0,3740823,2017-01-06,Winter,1,GBR,Europe,4309313.0,10.021658139534884,7.907159843982516,92.09284015601749
The Other Side of the Door,2016,1h 36m,R,5.3,,1211210,14332467.0,3000342,2016-03-04,Spring,3,IND,Asia,,,20.933883887540087,79.06611611245992
The Disappointments Room,2016,1h 31m,R,3.9,15000000.0,1402823,5745040.0,2423468,2016-09-09,Fall,9,USA,North America,-9254960.0,-61.69973333333333,42.183657555038785,57.81634244496122
The Neon Demon,2016,1h 57m,R,6.1,7000000.0,589014,3073700.0,1333124,2016-06-24,Summer,6,USA,North America,-3926300.0,-56.089999999999996,43.37196213033152,56.62803786966848
Range 15,2016,1h 29m,TV-MA,4.0,1000000.0,1044,621738.0,621738,2016-06-15,Summer,6,UNK,Unknown,-378262.0,-37.8262,100.0,0.0
Terrifier,2016,1h 25m,Unrated,5.5,35000.0,123957,421798.0,339946,2018-03-27,Spring,3,USA,North America,386798.0,1105.1371428571429,80.59450258180456,19.405497418195438
The Love Witch,2016,2h,Unrated,6.2,,17980,258576.0,228894,2017-03-10,Spring,3,USA,North America,,,88.5209764247262,11.479023575273807
The Bad Batch,2016,1h 58m,R,5.2,6000000.0,89111,201890.0,180851,2017-06-23,Summer,6,USA,North America,-5798110.0,-96.63516666666668,89.57897865174105,10.421021348258954
The Greasy Strangler,2016,1h 33m,Unrated,5.7,,22500,67427.0,45878,2016-10-07,Fall,10,USA,North America,,,68.04099248075697,31.95900751924303
The Eyes of My Mother,2016,1h 16m,R,6.2,,8908,29539.0,27099,2016-12-02,Winter,12,USA,North America,,,91.73973391110057,8.26026608889942
The Fiancé,2016,1h 19m,Unrated,2.4,,4812,23986.0,23986,2016-11-11,Fall,11,USA,North America,,,100.0,0.0
Simple Creature,2016,1h 32m,Not Rated,3.9,,3006,23918.0,23918,2017-07-25,Summer,7,USA,North America,,,100.0,0.0
The Transfiguration,2016,1h 37m,Not Rated,6.1,,4605,28631.0,22091,2017-04-21,Spring,4,UNK,Unknown,,,77.1576263490622,22.842373650937795
A Beginner's Guide to Snuff,2016,1h 27m,Unrated,5.0,,5204,21031.0,21031,2016-03-04,Spring,3,USA,North America,,,100.0,0.0
Better Watch Out,2016,1h 29m,R,6.5,,12569,176288.0,20369,2017-10-06,Fall,10,AUS,Oceania,,,11.55438827373389,88.44561172626611
The Channel,2016,1h 33m,Not Rated,3.2,,4214,18319.0,18319,2016-03-18,Spring,3,UNK,Unknown,,,100.0,0.0
Always Shine,2016,1h 25m,Unrated,5.6,,4211,17102.0,17102,2016-11-25,Fall,11,UNK,Unknown,,,100.0,0.0
The Monster,2016,1h 31m,R,5.4,2700000.0,6624,74700.0,12544,2016-10-06,Fall,10,CAN,North America,-2625300.0,-97.23333333333333,16.792503346720213,83.20749665327979
Dead Awake,2016,1h 39m,Not Rated,4.6,,8834,21675.0,11528,2017-05-12,Spring,5,USA,North America,,,53.18569780853518,46.814302191464826
Blood Feast,2016,1h 30m,R,3.8,1200000.0,4046,8708.0,8708,2018-04-13,Spring,4,FRA,Europe,-1191292.0,-99.27433333333333,100.0,0.0
Pet,2016,1h 34m,R,5.7,,63,22003.0,8004,2016-12-02,Winter,12,UNK,Unknown,,,36.37685770122256,63.62314229877744
It,2017,2h 15m,R,7.3,35000000.0,123403419,704242888.0,328874981,2017-09-08,Fall,9,USA,North America,669242888.0,1912.1225371428573,46.69908444996608,53.30091555003392
