Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,seasons,release_month,filming_country,continents,profit,roi,domestic_share,intl_gross_share
After Midnight,1989,1h 33m,R,5.4,3000000.0,59260,76325.0,76325,1989-11-03,Fall,11,USA,North America,-2923675.0,-97.45583333333333,100.0,0.0
Spontaneous Combustion,1989,1h 37m,R,4.9,5500000.0,50367,50367.0,50367,1990-02-23,Winter,2,USA,North America,-5449633.0,-99.08423636363636,100.0,0.0
Flatliners,1990,1h 55m,R,6.6,26000000.0,10034685,61489638.0,61489265,1990-08-10,Summer,8,USA,North America,35489638.0,136.49860769230767,99.99939339372919,0.0006066062707996427
Arachnophobia,1990,1h 49m,PG-13,6.5,22000000.0,8045760,53208180.0,53208180,1990-07-18,Summer,7,UNK,Unknown,31208180.0,141.85536363636365,100.0,0.0
Gremlins 2: The New Batch,1990,1h 46m,PG-13,6.4,50000000.0,9702804,41483050.0,41482207,1990-06-15,Summer,6,USA,North America,-8516950.0,-17.0339,99.99796784469801,0.0020321553019847865
Predator 2,1990,1h 48m,R,6.3,30000000.0,8784943,57120318.0,30669413,1990-11-21,Fall,11,USA,North America,27120318.0,90.40106,53.69265101080145,46.30734898919855
Child's Play 2,1990,1h 24m,R,6.0,13000000.0,10718520,35763605.0,28501605,1990-11-09,Fall,11,USA,North America,22763605.0,175.10465384615387,79.69444075897829,20.305559241021705
Jacob's Ladder,1990,1h 53m,R,7.4,25000000.0,7500760,26118851.0,26118851,1990-11-02,Fall,11,PRI,North America,1118851.0,4.475404,100.0,0.0
The Exorcist III,1990,1h 50m,R,6.5,,9312219,39024251.0,26098824,1990-08-17,Summer,8,USA,North America,,,66.87847513075907,33.12152486924093
The First Power,1990,1h 38m,R,5.7,10000000.0,5677715,22424195.0,22424195,1990-04-06,Spring,4,USA,North America,12424195.0,124.24195,100.0,0.0
The Guardian,1990,1h 32m,R,5.4,,5565620,17037887.0,17037887,1990-04-27,Spring,4,USA,North America,,,100.0,0.0
Tremors,1990,1h 36m,PG-13,7.2,11000000.0,3731520,16668790.0,16667084,1990-01-19,Winter,1,USA,North America,5668790.0,51.534454545454544,99.98976530390028,0.010234696099716896
Tales from the Darkside: The Movie,1990,1h 33m,R,6.2,3500000.0,5028096,16324573.0,16324573,1990-05-04,Spring,5,USA,North America,12824573.0,366.41637142857144,100.0,0.0
Graveyard Shift,1990,1h 26m,R,5.0,10500000.0,5082300,11582891.0,11582891,1990-10-26,Fall,10,USA,North America,1082891.0,10.313247619047619,100.0,0.0
The Witches,1990,1h 31m,PG,6.8,,2221402,10363364.0,10360553,1990-08-24,Summer,8,GBR,Europe,,,99.97287560294129,0.027124397058715683
Nightbreed,1990,1h 42m,R,6.5,11000000.0,3708918,9469695.0,8862354,1990-02-16,Winter,2,CAN,North America,-1530305.0,-13.911863636363636,93.58647770598736,6.413522294012637
Night of the Living Dead,1990,1h 32m,R,6.8,4200000.0,2884679,5835247.0,5835247,1990-10-19,Fall,10,USA,North America,1635247.0,38.934452380952386,100.0,0.0
Leatherface: Texas Chainsaw Massacre III,1990,1h 25m,R,5.0,2000000.0,2692087,5765562.0,5765562,1990-01-12,Winter,1,USA,North America,3765562.0,188.2781,100.0,0.0
Dark Angel,1990,1h 31m,R,6.1,7000000.0,1912421,4348368.0,4348368,1990-09-28,Fall,9,USA,North America,-2651632.0,-37.880457142857146,100.0,0.0
Lisa,1990,1h 35m,PG-13,5.9,,1119895,4347648.0,4347648,1990-10-26,Fall,10,USA,North America,,,100.0,0.0
Class of 1999,1990,1h 39m,R,5.9,5200000.0,767620,2459895.0,2459895,1990-05-11,Spring,5,USA,North America,-2740105.0,-52.69432692307693,100.0,0.0
Def by Temptation,1990,1h 35m,R,5.2,,54582,2218579.0,2218579,1991-01-31,Winter,1,USA,North America,,,100.0,0.0
Repossessed,1990,1h 20m,PG-13,4.8,,266975,1382462.0,1382462,1990-09-14,Fall,9,USA,North America,,,100.0,0.0
Slumber Party Massacre III,1990,1h 27m,R,4.5,350000.0,270135,1242995.0,1242995,1990-09-07,Fall,9,USA,North America,892995.0,255.14142857142858,100.0,0.0
Meet the Applegates,1990,1h 30m,R,5.5,5000000.0,274815,485772.0,485772,1991-02-01,Winter,2,USA,North America,-4514228.0,-90.28456,100.0,0.0
Two Evil Eyes,1990,2h,R,6.1,9000000.0,260410,349618.0,349618,1991-10-25,Fall,10,USA,North America,-8650382.0,-96.11535555555555,100.0,0.0
Frankenstein Unbound,1990,1h 25m,R,5.4,11500000.0,37017,334748.0,334748,1990-11-02,Fall,11,ITA,Europe,-11165252.0,-97.08914782608696,100.0,0.0
The Silence of the Lambs,1991,1h 58m,R,8.6,19000000.0,13766814,272742922.0,130742922,1991-02-14,Winter,2,BHS,North America,253742922.0,1335.4890631578946,47.936320781955985,52.063679218044015
Freddy's Dead: The Final Nightmare,1991,1h 29m,R,4.7,11000000.0,12966525,34872033.0,34872033,1991-09-13,Fall,9,USA,North America,23872033.0,217.0184818181818,100.0,0.0
The People Under the Stairs,1991,1h 42m,R,6.4,6000000.0,5522250,31347154.0,24204154,1991-11-01,Fall,11,USA,North America,25347154.0,422.45256666666666,77.21324238876677,22.786757611233224
Child's Play 3,1991,1h 30m,R,5.2,13000000.0,5718940,20560255.0,14960255,1991-08-30,Summer,8,USA,North America,7560255.0,58.15580769230769,72.7629837275851,27.23701627241491
Ernest Scared Stupid,1991,1h 31m,PG,5.8,9600000.0,4453132,14143280.0,14143280,1991-10-11,Fall,10,USA,North America,4543280.0,47.325833333333335,100.0,0.0
Body Parts,1991,1h 28m,R,5.7,10000000.0,3032258,9188150.0,9188150,1991-08-02,Summer,8,CAN,North America,-811850.0,-8.1185,100.0,0.0
Popcorn,1991,1h 31m,R,5.9,,2563365,4205000.0,4205000,1991-02-01,Winter,2,JAM,North America,,,100.0,0.0
The Princess and the Goblin,1991,1h 22m,G,6.7,10000000.0,451560,2105078.0,2105078,1994-06-03,Summer,6,UNK,Unknown,-7894922.0,-78.94922,100.0,0.0
The Unborn,1991,1h 23m,R,4.8,,179080,1159578.0,1159578,1991-03-29,Spring,3,USA,North America,,,100.0,0.0
Highway to Hell,1991,1h 34m,R,6.0,9000000.0,12273,26055.0,26055,1992-03-13,Spring,3,USA,North America,-8973945.0,-99.7105,100.0,0.0
Scissors,1991,1h 45m,R,5.1,,2368,2368.0,2368,1991-03-22,Spring,3,USA,North America,,,100.0,0.0
Dracula,1992,2h 8m,R,7.4,40000000.0,30521679,215862692.0,82522790,1992-11-13,Fall,11,USA,North America,175862692.0,439.65673,38.22929716822025,61.770702831779744
Death Becomes Her,1992,1h 44m,PG-13,6.7,55000000.0,12110355,149022650.0,58422650,1992-07-31,Summer,7,USA,North America,94022650.0,170.95027272727273,39.20387269988824,60.796127300111756
Alien³,1992,1h 54m,R,6.4,50000000.0,19449867,159814498.0,55473545,1992-05-22,Spring,5,GBR,Europe,109814498.0,219.628996,34.71120936725028,65.28879063274972
Sleepwalkers,1992,1h 31m,R,5.4,15000000.0,10017354,30524763.0,30524763,1992-04-10,Spring,4,USA,North America,15524763.0,103.49842,100.0,0.0
Candyman,1992,1h 39m,R,6.7,6000000.0,5404320,25795897.0,25792310,1992-10-16,Fall,10,USA,North America,19795897.0,329.9316166666667,99.986094687849,0.013905312150998278
Raising Cain,1992,1h 32m,R,6.1,12000000.0,6203835,37170057.0,21370057,1992-06-19,Summer,6,USA,North America,25170057.0,209.75047500000002,57.492666745170716,42.507333254829284
Pet Sematary II,1992,1h 40m,R,4.9,8000000.0,4825100,17092453.0,17092453,1992-08-28,Summer,8,USA,North America,9092453.0,113.6556625,100.0,0.0
Buffy the Vampire Slayer,1992,1h 26m,PG-13,5.7,7000000.0,4515541,16625256.0,16624456,1992-07-01,Summer,7,USA,North America,9625256.0,137.50365714285715,99.9951880440217,0.004811955978301928
Hellraiser III: Hell on Earth,1992,1h 37m,R,5.5,5000000.0,3208009,12534961.0,12534961,1992-09-11,Fall,9,USA,North America,7534961.0,150.69922,100.0,0.0
Army of Darkness,1992,1h 21m,R,7.4,11000000.0,4424535,11514639.0,11502976,1993-02-19,Winter,2,USA,North America,514639.0,4.678536363636364,99.89871154449567,0.10128845550433668
Dr. Giggles,1992,1h 35m,R,5.3,,2714815,8403433.0,8403433,1992-10-23,Fall,10,USA,North America,,,100.0,0.0
Children of the Corn II: The Final Sacrifice,1992,1h 32m,R,4.4,900000.0,2719750,6980986.0,6980986,1993-01-29,Winter,1,USA,North America,6080986.0,675.6651111111112,100.0,0.0
Innocent Blood,1992,1h 52m,R,6.2,20000000.0,1857658,4943279.0,4943279,1992-09-25,Fall,9,USA,North America,-15056721.0,-75.283605,100.0,0.0
Twin Peaks: Fire Walk with Me,1992,2h 14m,R,7.3,10000000.0,1813559,4252995.0,4160851,1992-08-28,Summer,8,USA,North America,-5747005.0,-57.47004999999999,97.83343267509132,2.166567324908682
No Place to Hide,1992,1h 38m,R,5.1,,91000,135004.0,135004,1993-04-16,Spring,4,USA,North America,,,100.0,0.0
The Vagrant,1992,1h 31m,R,5.8,9500000.0,4300,5900.0,5900,1992-05-15,Spring,5,USA,North America,-9494100.0,-99.9378947368421,100.0,0.0
Jason Goes to Hell: The Final Friday,1993,1h 27m,,4.1,3000000.0,7552190,15935068.0,15935068,1993-08-13,Summer,8,USA,North America,12935068.0,431.16893333333337,100.0,0.0
Needful Things,1993,2h 1m,R,6.3,,5202478,15185672.0,15185672,1993-08-27,Summer,8,CAN,North America,,,100.0,0.0
The Vanishing,1993,1h 49m,R,6.3,20000000.0,5009928,14543394.0,14543394,1993-02-05,Winter,2,USA,North America,-5456606.0,-27.283030000000004,100.0,0.0
Man's Best Friend,1993,1h 27m,R,5.2,6000000.0,3861079,12974636.0,12974636,1993-11-19,Fall,11,USA,North America,6974636.0,116.24393333333333,100.0,0.0
The Dark Half,1993,2h 2m,R,6.0,15000000.0,3250883,10611160.0,10611160,1993-04-23,Spring,4,USA,North America,-4388840.0,-29.25893333333333,100.0,0.0
Leprechaun,1993,1h 32m,R,4.8,900000.0,2493020,8556940.0,8556940,1993-01-08,Winter,1,USA,North America,7656940.0,850.7711111111112,100.0,0.0
Ghost in the Machine,1993,1h 35m,R,4.7,12000000.0,1854431,5086909.0,5086909,1993-12-29,Winter,12,USA,North America,-6913091.0,-57.609091666666664,100.0,0.0
Warlock: The Armageddon,1993,1h 38m,R,5.4,3000000.0,1747317,3902679.0,3902679,1993-09-24,Fall,9,USA,North America,902679.0,30.0893,100.0,0.0
My Boyfriend's Back,1993,1h 25m,PG-13,5.5,12000000.0,1465476,3335984.0,3335984,1993-08-06,Summer,8,USA,North America,-8664016.0,-72.20013333333334,100.0,0.0
Carnosaur,1993,1h 23m,R,3.7,850000.0,142127,1753979.0,1753979,1993-05-21,Spring,5,USA,North America,903979.0,106.3504705882353,100.0,0.0
Body Snatchers,1993,1h 27m,R,6.0,13000000.0,31494,428868.0,428868,1994-02-18,Winter,2,USA,North America,-12571132.0,-96.70101538461539,100.0,0.0
Silent Tongue,1993,1h 42m,PG-13,5.2,,18227,61274.0,61274,1995-01-27,Winter,1,USA,North America,,,100.0,0.0
Return of the Living Dead III,1993,1h 37m,,5.9,2000000.0,14810,54207.0,54207,1994-02-25,Winter,2,USA,North America,-1945793.0,-97.28965000000001,100.0,0.0
Witchboard 2,1993,1h 38m,R,5.0,,65365,,168180,1993-09-10,Fall,9,USA,North America,,,,
Interview with the Vampire,1994,2h 3m,R,7.5,60000000.0,36389705,223664608.0,105264608,1994-11-11,Fall,11,USA,North America,163664608.0,272.77434666666664,47.063596221714256,52.936403778285744
Wolf,1994,2h 5m,R,6.3,70000000.0,17911366,131002597.0,65002597,1994-06-17,Summer,6,USA,North America,61002597.0,87.14656714285715,49.61931937883644,50.38068062116356
The Crow,1994,1h 42m,R,7.5,23000000.0,11774332,50844565.0,50693129,1994-05-13,Spring,5,USA,North America,27844565.0,121.06332608695651,99.7021589229842,0.297841077015803
Frankenstein,1994,2h 3m,R,6.3,45000000.0,11212889,112006296.0,22006296,1994-11-04,Fall,11,CHE,Europe,67006296.0,148.90288,19.647374108326908,80.35262589167309
New Nightmare,1994,1h 52m,R,6.4,8000000.0,6667118,19721741.0,18090181,1994-10-14,Fall,10,USA,North America,11721741.0,146.5217625,91.7270995496797,8.272900450320284
In the Mouth of Madness,1994,1h 35m,R,7.1,8000000.0,3441807,8926413.0,8924549,1995-02-03,Winter,2,CAN,North America,926413.0,11.5801625,99.97911815193852,0.020881848061477772
The Puppet Masters,1994,1h 49m,R,5.9,,4069057,8647042.0,8647042,1994-10-21,Fall,10,USA,North America,,,100.0,0.0
Brainscan,1994,1h 36m,R,6.0,,1725000,4352094.0,4352094,1994-04-22,Spring,4,CAN,North America,,,100.0,0.0
Leprechaun 2,1994,1h 25m,R,4.6,2000000.0,672775,2260622.0,2260622,1994-04-08,Spring,4,USA,North America,260622.0,13.0311,100.0,0.0
Nadja,1994,1h 33m,R,6.0,1000000.0,23846,443169.0,443169,1995-09-01,Fall,9,USA,North America,-556831.0,-55.683099999999996,100.0,0.0
Texas Chainsaw Massacre: The Next Generation,1994,1h 27m,R,3.4,600000.0,28235,185898.0,185898,1995-09-22,Fall,9,USA,North America,-414102.0,-69.017,100.0,0.0
Species,1995,1h 48m,R,5.9,35000000.0,17161943,113374103.0,60074103,1995-07-07,Summer,7,PRI,North America,78374103.0,223.92600857142858,52.987500152481914,47.012499847518086
Tales from the Crypt: Demon Knight,1995,1h 32m,R,6.7,13000000.0,10019555,21089146.0,21089146,1995-01-13,Winter,1,CAN,North America,8089146.0,62.224199999999996,100.0,0.0
Vampire in Brooklyn,1995,1h 40m,R,4.7,20000000.0,7045379,19751736.0,19751736,1995-10-27,Fall,10,USA,North America,-248264.0,-1.24132,100.0,0.0
The Prophecy,1995,1h 38m,R,6.4,8000000.0,7510332,16115878.0,16115878,1995-09-01,Fall,9,USA,North America,8115878.0,101.448475,100.0,0.0
Halloween: The Curse of Michael Myers,1995,1h 27m,R,4.7,5000000.0,7308529,15116634.0,15116634,1995-09-29,Fall,9,USA,North America,10116634.0,202.33268,100.0,0.0
Candyman: Farewell to the Flesh,1995,1h 35m,R,5.3,6000000.0,6046825,13940383.0,13940383,1995-03-17,Spring,3,USA,North America,7940383.0,132.33971666666667,100.0,0.0
Lord of Illusions,1995,1h 49m,R,6.0,12000000.0,4800258,13294422.0,13294422,1995-08-25,Summer,8,USA,North America,1294422.0,10.786850000000001,100.0,0.0
Hideaway,1995,1h 46m,R,5.3,15000000.0,5213455,12201255.0,12201255,1995-03-03,Spring,3,CAN,North America,-2798745.0,-18.6583,100.0,0.0
Tales from the Hood,1995,1h 38m,R,6.5,6000000.0,3898983,11837928.0,11837928,1995-05-24,Spring,5,USA,North America,5837928.0,97.2988,100.0,0.0
Dracula: Dead and Loving It,1995,1h 28m,PG-13,5.8,30000000.0,2708298,10772144.0,10772144,1995-12-22,Winter,12,USA,North America,-19227856.0,-64.09285333333334,100.0,0.0
Village of the Damned,1995,1h 38m,R,5.6,22000000.0,3222450,9418365.0,9418365,1995-04-28,Spring,4,USA,North America,-12581635.0,-57.18925,100.0,0.0
The Addiction,1995,1h 22m,Not Rated,6.4,,46448,307308.0,307308,1995-10-06,Fall,10,USA,North America,,,100.0,0.0
Scream,1996,1h 51m,R,7.4,14000000.0,6354586,173046663.0,103046663,1996-12-20,Winter,12,USA,North America,159046663.0,1136.047592857143,59.54848317415979,40.45151682584021
The Island of Dr. Moreau,1996,1h 36m,PG-13,4.6,40000000.0,9101987,49627779.0,27663982,1996-08-23,Summer,8,AUS,Oceania,9627779.0,24.0694475,55.74293784132471,44.25706215867529
From Dusk Till Dawn,1996,1h 48m,R,7.2,19000000.0,10240805,25839496.0,25836616,1996-01-19,Winter,1,USA,North America,6839496.0,35.99734736842105,99.98885427177062,0.011145728229374133
The Craft,1996,1h 41m,R,6.5,15000000.0,6710995,24825844.0,24819936,1996-05-03,Spring,5,USA,North America,9825844.0,65.50562666666667,99.97620221894572,0.023797781054291648
The Crow: City of Angels,1996,1h 24m,R,4.6,13000000.0,9785111,17917287.0,17917287,1996-08-30,Summer,8,USA,North America,4917287.0,37.82528461538461,100.0,0.0
Diabolique,1996,1h 47m,R,5.5,,5524055,17100266.0,17100266,1996-03-22,Spring,3,USA,North America,,,100.0,0.0
The Frighteners,1996,1h 50m,R,7.1,30000000.0,5565495,29359216.0,16759216,1996-07-19,Summer,7,NZL,Oceania,-640784.0,-2.135946666666667,57.08332266093209,42.91667733906791
Thinner,1996,1h 33m,R,5.8,8000000.0,5679046,15315484.0,15315484,1996-10-25,Fall,10,USA,North America,7315484.0,91.44355,100.0,0.0
Hellraiser: Bloodline,1996,1h 25m,R,5.1,4000000.0,4505036,9336886.0,9336886,1996-03-08,Spring,3,USA,North America,5336886.0,133.42215,100.0,0.0
Bordello of Blood,1996,1h 27m,R,5.4,13000000.0,2634170,5781045.0,5781045,1996-08-16,Summer,8,CAN,North America,-7218955.0,-55.53042307692307,100.0,0.0
Mary Reilly,1996,1h 48m,R,5.8,47000000.0,2812620,12379402.0,5707094,1996-02-23,Winter,2,GBR,Europe,-34620598.0,-73.66084680851064,46.10153220648299,53.898467793517
Bad Moon,1996,1h 20m,R,5.8,7000000.0,607081,1060264.0,1055525,1996-11-01,Fall,11,CAN,North America,-5939736.0,-84.85337142857144,99.55303584767567,0.4469641523243268
Mystery Science Theater 3000: The Movie,1996,1h 13m,PG-13,7.2,,206328,1007306.0,1007306,1996-04-19,Spring,4,USA,North America,,,100.0,0.0
Scream 2,1997,2h,R,6.3,24000000.0,32926342,172363301.0,101363301,1997-12-12,Winter,12,USA,North America,148363301.0,618.1804208333333,58.80793673126509,41.19206326873491
I Know What You Did Last Summer,1997,1h 41m,R,5.8,17000000.0,15818645,125586134.0,72586134,1997-10-17,Fall,10,USA,North America,108586134.0,638.7419647058824,57.797888738258315,42.202111261741685
Anaconda,1997,1h 29m,PG-13,4.9,45000000.0,16620887,136885767.0,65885767,1997-04-11,Spring,4,BRA,South America,91885767.0,204.1905933333333,48.13193397966642,51.86806602033358
Spawn,1997,1h 36m,PG-13,5.2,40000000.0,19738749,87840042.0,54870175,1997-08-01,Summer,8,USA,North America,47840042.0,119.600105,62.46601635276996,37.53398364723004
Alien Resurrection,1997,1h 49m,R,6.2,75000000.0,16474092,161376069.0,47795658,1997-11-26,Fall,11,CAN,North America,86376069.0,115.168092,29.617562440438427,70.38243755956157
The Relic,1997,1h 50m,R,5.8,40000000.0,9064143,33956608.0,33956608,1997-01-10,Winter,1,USA,North America,-6043392.0,-15.108479999999998,100.0,0.0
Event Horizon,1997,1h 36m,R,6.6,60000000.0,9511915,26677289.0,26673242,1997-08-15,Summer,8,GBR,Europe,-33322711.0,-55.53785166666667,99.98482979286239,0.01517020713761432
An American Werewolf in Paris,1997,1h 38m,R,5.1,25000000.0,7600878,26570463.0,26570463,1997-12-25,Winter,12,LUX,Europe,1570463.0,6.281852000000001,100.0,0.0
Mimic,1997,1h 45m,R,6.0,30000000.0,7818208,25480803.0,25480490,1997-08-22,Summer,8,CAN,North America,-4519197.0,-15.063989999999999,99.99877162426945,0.0012283757305450696
Wishmaster,1997,1h 30m,R,5.8,5000000.0,6038516,15738769.0,15738769,1997-09-19,Fall,9,USA,North America,10738769.0,214.77537999999998,100.0,0.0
Nightwatch,1997,1h 41m,R,6.2,,585733,1179002.0,1179002,1998-04-17,Spring,4,USA,North America,,,100.0,0.0
Latin Boys Go to Hell,1997,1h 11m,Unrated,5.1,,24335,199033.0,199033,1997-09-05,Fall,9,USA,North America,,,100.0,0.0
The Night Flier,1997,1h 37m,R,6.0,1000000.0,91549,125397.0,125397,1998-02-06,Winter,2,USA,North America,-874603.0,-87.4603,100.0,0.0
The Manson Family,1997,1h 35m,R,5.5,,11647,19140.0,19140,2004-10-22,Fall,10,USA,North America,,,100.0,0.0
Blade,1998,2h,R,7.1,45000000.0,17073856,131211897.0,70087718,1998-08-21,Summer,8,CAN,North America,86211897.0,191.58199333333332,53.41567312299432,46.58432687700567
Halloween H20: 20 Years Later,1998,1h 26m,R,5.8,17000000.0,16187724,55041738.0,55041738,1998-08-05,Summer,8,USA,North America,38041738.0,223.7749294117647,100.0,0.0
The Faculty,1998,1h 44m,R,6.6,15000000.0,11633495,40283786.0,40283321,1998-12-25,Winter,12,USA,North America,25283786.0,168.55857333333333,99.99884568942949,0.0011543105705109247
I Still Know What You Did Last Summer,1998,1h 40m,R,4.8,65000000.0,16520038,40002112.0,40002112,1998-11-13,Fall,11,MEX,North America,-24997888.0,-38.45828923076923,100.0,0.0
Urban Legend,1998,1h 39m,R,5.6,14000000.0,10515444,72527595.0,38072438,1998-09-25,Fall,9,CAN,North America,58527595.0,418.05424999999997,52.4937273874861,47.5062726125139
Bride of Chucky,1998,1h 29m,R,5.6,25000000.0,11830855,50688658.0,32400658,1998-10-16,Fall,10,CAN,North America,25688658.0,102.75463199999999,63.920922901529565,36.07907709847043
Beloved,1998,2h 52m,R,6.1,80000000.0,8165551,22852487.0,22852487,1998-10-16,Fall,10,USA,North America,-57147513.0,-71.43439124999999,100.0,0.0
Psycho,1998,1h 45m,R,4.6,60000000.0,10031850,37170655.0,21485655,1998-12-04,Winter,12,USA,North America,-22829345.0,-38.04890833333333,57.80273444199463,42.19726555800537
Vampires,1998,1h 48m,R,6.1,20000000.0,9106497,20308772.0,20308772,1998-10-30,Fall,10,USA,North America,308772.0,1.54386,100.0,0.0
Species II,1998,1h 33m,R,4.5,25000000.0,7274008,19221939.0,19221939,1998-04-10,Spring,4,USA,North America,-5778061.0,-23.112244,100.0,0.0
Disturbing Behavior,1998,1h 24m,R,5.6,15000000.0,7007714,17514980.0,17514980,1998-07-24,Summer,7,CAN,North America,2514980.0,16.766533333333335,100.0,0.0
Deep Rising,1998,1h 46m,R,6.1,45000000.0,4737793,11203026.0,11203026,1998-01-30,Winter,1,CAN,North America,-33796974.0,-75.10438666666667,100.0,0.0
Phantoms,1998,1h 36m,R,5.4,,3065951,5624282.0,5624282,1998-01-23,Winter,1,USA,North America,,,100.0,0.0
Pi,1998,1h 24m,R,7.3,60000.0,31069,3221152.0,3221152,1998-07-10,Summer,7,USA,North America,3161152.0,5268.586666666667,100.0,0.0
Strangeland,1998,1h 25m,R,5.1,1100000.0,373288,713239.0,713239,1998-10-02,Fall,10,USA,North America,-386761.0,-35.160090909090904,100.0,0.0
The Blair Witch Project,1999,1h 21m,R,6.5,60000.0,1512054,248639099.0,140539099,1999-07-30,Summer,7,USA,North America,248579099.0,414298.49833333335,56.52333022651438,43.476669773485625
Sleepy Hollow,1999,1h 45m,R,7.3,100000000.0,30060467,206071526.0,101071502,1999-11-19,Fall,11,GBR,Europe,106071526.0,106.071526,49.046806204560255,50.953193795439745
The Haunting,1999,1h 53m,PG-13,5.0,80000000.0,33435140,177311151.0,91411151,1999-07-23,Summer,7,GBR,Europe,97311151.0,121.63893875000001,51.55409035723872,48.44590964276127
End of Days,1999,2h 2m,R,5.8,100000000.0,20523595,211989043.0,66889043,1999-11-24,Fall,11,USA,North America,111989043.0,111.98904300000001,31.55306616483947,68.44693383516052
Stigmata,1999,1h 43m,R,6.2,29000000.0,18309666,89446268.0,50046268,1999-09-10,Fall,9,USA,North America,60446268.0,208.4354068965517,55.95120860716067,44.048791392839334
House on Haunted Hill,1999,1h 33m,R,5.6,37000000.0,15946032,42593455.0,40846082,1999-10-29,Fall,10,USA,North America,5593455.0,15.117445945945946,95.89755515254632,4.102444847453675
Lake Placid,1999,1h 22m,R,5.8,35000000.0,10974145,56870414.0,31770414,1999-07-16,Summer,7,CAN,North America,21870414.0,62.486897142857146,55.86457309770947,44.13542690229053
Stir of Echoes,1999,1h 39m,R,6.9,12000000.0,5811664,21142914.0,21142914,1999-09-10,Fall,9,USA,North America,9142914.0,76.19095,100.0,0.0
The Rage: Carrie 2,1999,1h 44m,R,4.8,21000000.0,7065123,17762705.0,17762705,1999-03-12,Spring,3,USA,North America,-3237295.0,-15.415690476190477,100.0,0.0
Virus,1999,1h 39m,R,5.0,75000000.0,6013640,30657854.0,14036005,1999-01-15,Winter,1,USA,North America,-44342146.0,-59.12286133333333,45.782738087277735,54.21726191272227
In Dreams,1999,1h 40m,R,5.5,30000000.0,3992449,12017369.0,12017369,1999-01-15,Winter,1,USA,North America,-17982631.0,-59.94210333333333,100.0,0.0
Bats,1999,1h 31m,PG-13,4.1,5250000.0,4717902,10155690.0,10155690,1999-10-22,Fall,10,USA,North America,4905690.0,93.44171428571428,100.0,0.0
Idle Hands,1999,1h 32m,R,6.3,25000000.0,1807181,4152523.0,4152230,1999-04-30,Spring,4,USA,North America,-20847477.0,-83.389908,99.99294404871448,0.007055951285519671
Ravenous,1999,1h 41m,R,6.9,12000000.0,1040727,2062405.0,2062405,1999-03-19,Spring,3,SVK,Europe,-9937595.0,-82.81329166666667,100.0,0.0
What Lies Beneath,2000,2h 10m,PG-13,6.6,100000000.0,29702959,291420351.0,155464351,2000-07-21,Summer,7,USA,North America,191420351.0,191.420351,53.3471154181679,46.652884581832105
Scream 3,2000,1h 56m,R,5.7,40000000.0,34713342,161834276.0,89143175,2000-02-04,Winter,2,USA,North America,121834276.0,304.58569,55.083000464005536,44.916999535994464
Hollow Man,2000,1h 52m,R,5.9,95000000.0,26414386,190213455.0,73209340,2000-08-04,Summer,8,USA,North America,95213455.0,100.22468947368421,38.48799234523131,61.512007654768695
The Cell,2000,1h 47m,R,6.4,33000000.0,17515050,104155843.0,61334059,2000-08-18,Summer,8,NAM,Africa,71155843.0,215.62376666666668,58.886815404105555,41.113184595894445
Final Destination,2000,1h 38m,R,6.7,23000000.0,10015822,112880294.0,53331147,2000-03-17,Spring,3,CAN,North America,89880294.0,390.78388695652177,47.24575487019905,52.75424512980096
Pitch Black,2000,1h 49m,R,7.0,23000000.0,11577688,53187659.0,39240659,2000-02-18,Winter,2,AUS,Oceania,30187659.0,131.25069130434784,73.77775171492318,26.222248285076805
Dracula 2000,2000,1h 39m,R,4.9,54000000.0,8636567,47053625.0,33022767,2000-12-22,Winter,12,GBR,Europe,-6946375.0,-12.863657407407409,70.18113269700262,29.818867302997376
Bless the Child,2000,1h 47m,R,5.1,65000000.0,9413684,40443010.0,29381494,2000-08-11,Summer,8,CAN,North America,-24556990.0,-37.77998461538461,72.64912774790996,27.350872252090042
Book of Shadows: Blair Witch 2,2000,1h 30m,R,4.0,15000000.0,13223887,47737094.0,26437094,2000-10-27,Fall,10,USA,North America,32737094.0,218.24729333333335,55.38061030694495,44.61938969305505
Urban Legends: Final Cut,2000,1h 37m,R,4.4,14000000.0,8505513,38574362.0,21468807,2000-09-22,Fall,9,CAN,North America,24574362.0,175.53115714285715,55.65563728571843,44.34436271428158
Lost Souls,2000,1h 37m,R,4.8,50000000.0,7954766,31355910.0,16815253,2000-10-13,Fall,10,USA,North America,-18644090.0,-37.28818,53.62706105483783,46.372938945162176
American Psycho,2000,1h 42m,R,7.6,7000000.0,4961015,34266679.0,15070285,2000-04-14,Spring,4,CAN,North America,27266679.0,389.52398571428574,43.97941510468522,56.02058489531478
Supernova,2000,1h 30m,PG-13,4.9,90000000.0,5778639,14828081.0,14230455,2000-01-14,Winter,1,USA,North America,-75171919.0,-83.52435444444446,95.96963356215818,4.030366437841821
The Gift,2000,1h 51m,R,6.7,10000000.0,11827,44567606.0,12008642,2001-01-19,Winter,1,USA,North America,34567606.0,345.67606,26.94477688570483,73.05522311429516
Shadow of the Vampire,2000,1h 32m,R,6.9,8000000.0,150171,11155214.0,8293784,2001-01-26,Winter,1,LUX,Europe,3155214.0,39.440174999999996,74.34894570377583,25.651054296224167
